label,hand,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
A,right,0,0,0,-0.212662628,-0.156304183,-0.082125295,-0.314353043,-0.488764797,-0.110272099,-0.306857295,-0.775225049,-0.136391692,-0.327453919,-1,-0.150426938,-0.157345231,-0.691217989,-0.035531948,-0.147053259,-0.850234249,-0.148210971,-0.145204218,-0.609714744,-0.209947765,-0.145130622,-0.410975955,-0.229334946,-0.001404348,-0.664077163,-0.034190723,-0.006556883,-0.785127836,-0.164230157,-0.031504597,-0.490220808,-0.199260685,-0.046097138,-0.284156019,-0.187349542,0.142054569,-0.605133824,-0.050378011,0.124626304,-0.709033359,-0.183537687,0.070767309,-0.417714956,-0.156170565,0.035888534,-0.216820372,-0.096354328,0.275103845,-0.529329572,-0.071677485,0.249152194,-0.618889889,-0.161888334,0.180431429,-0.40792724,-0.130453136,0.136410565,-0.257714561,-0.077676059
A,right,0,0,0,-0.212504353,-0.161034862,-0.077623915,-0.307493608,-0.488930285,-0.104484818,-0.29442227,-0.775895131,-0.129660316,-0.321450267,-1,-0.143388705,-0.160142006,-0.681044898,-0.037818719,-0.143200148,-0.840693052,-0.148633986,-0.142880203,-0.60014121,-0.207144996,-0.14393685,-0.40634172,-0.224744329,-0.002902838,-0.651061735,-0.038126332,-0.004524861,-0.779572651,-0.16309345,-0.031595174,-0.489164877,-0.194081759,-0.046178308,-0.288997948,-0.181794559,0.14055595,-0.591669868,-0.055215504,0.126065084,-0.701926735,-0.184761296,0.070202323,-0.41648834,-0.1549612,0.034760781,-0.219841332,-0.095595405,0.271999841,-0.515713266,-0.076937437,0.246688612,-0.615891011,-0.165481963,0.179419057,-0.406935478,-0.132659061,0.136277345,-0.255149633,-0.080346609
A,right,0,0,0,-0.212497322,-0.153399069,-0.08191966,-0.309729554,-0.483700508,-0.110271479,-0.299977011,-0.773171053,-0.136328381,-0.328871864,-1,-0.150891764,-0.160548498,-0.680587528,-0.039692728,-0.145669859,-0.842031167,-0.154535547,-0.141326054,-0.602083889,-0.216164403,-0.138374967,-0.406108991,-0.235177582,-0.004688361,-0.650958526,-0.038530877,-0.004858154,-0.781030403,-0.169619776,-0.029722077,-0.484755296,-0.203531666,-0.042644161,-0.280672155,-0.191472977,0.138354882,-0.592331449,-0.054681629,0.125727451,-0.705333735,-0.190502529,0.071211645,-0.413445917,-0.161250968,0.036841171,-0.212619904,-0.100108404,0.27003648,-0.51795192,-0.075709787,0.247074861,-0.618010898,-0.169270095,0.180304755,-0.403945474,-0.137103152,0.136927791,-0.249761526,-0.083667332
A,right,0,0,0,-0.211705653,-0.152563335,-0.081394679,-0.306723921,-0.484095114,-0.109361065,-0.296305134,-0.773047411,-0.134987355,-0.323776981,-1,-0.149119281,-0.157371495,-0.679526708,-0.03994671,-0.142441943,-0.840006311,-0.155958064,-0.140571387,-0.597040143,-0.21776062,-0.138222135,-0.398906555,-0.236432386,-0.000528748,-0.650440685,-0.039004524,-0.003603005,-0.781381423,-0.171072774,-0.0302566,-0.483250488,-0.204407616,-0.04020022,-0.27957356,-0.191470708,0.14327577,-0.591088508,-0.055413512,0.127996695,-0.703638429,-0.191584217,0.071817734,-0.410292706,-0.160781657,0.040403537,-0.212391614,-0.098282147,0.275967648,-0.517005423,-0.076584494,0.250555967,-0.616713059,-0.168182404,0.182677468,-0.401849248,-0.133753229,0.141778619,-0.250844224,-0.078922993
A,right,0,0,0,-0.215354073,-0.147176765,-0.086960169,-0.315572706,-0.47771934,-0.116866087,-0.304029218,-0.770355206,-0.142412835,-0.327995783,-1,-0.155920324,-0.170062207,-0.675736228,-0.052149638,-0.152177438,-0.835437305,-0.166995289,-0.14830554,-0.593620545,-0.227190175,-0.145905242,-0.396122109,-0.245718691,-0.011542239,-0.64875821,-0.04881796,-0.012876917,-0.778825543,-0.179857926,-0.036053579,-0.482117181,-0.211722611,-0.045764226,-0.275547658,-0.198652587,0.1343372,-0.590571948,-0.062527383,0.120152864,-0.700294388,-0.198712595,0.066439042,-0.409218351,-0.167967243,0.035037068,-0.206629348,-0.106289123,0.269541919,-0.517306882,-0.081421569,0.242286936,-0.614544963,-0.176583241,0.174801001,-0.399089656,-0.144116349,0.134640384,-0.242289849,-0.090544646
A,right,0,0,0,-0.212076261,-0.138860868,-0.083371757,-0.314741444,-0.477237937,-0.110078975,-0.304022257,-0.772133629,-0.133323347,-0.329072732,-1,-0.14495812,-0.160371186,-0.681960848,-0.046266585,-0.147782265,-0.843168291,-0.158866797,-0.147059677,-0.601844376,-0.217862034,-0.146505867,-0.401463371,-0.235815137,-0.002581447,-0.653429298,-0.044422735,-0.007771112,-0.782610523,-0.174589146,-0.03465054,-0.48406498,-0.206280618,-0.047582664,-0.273710904,-0.1924139,0.14341704,-0.594352992,-0.059787927,0.123049477,-0.705932566,-0.194958408,0.068466809,-0.410485679,-0.1660372,0.036102199,-0.205839732,-0.105327228,0.280070617,-0.519885358,-0.079935831,0.246815686,-0.615549597,-0.174816471,0.179556257,-0.399210905,-0.144658785,0.140320056,-0.245150702,-0.092659035
A,right,0,0,0,-0.212108021,-0.161122315,-0.079898943,-0.304519937,-0.491513497,-0.107039994,-0.290171935,-0.776133862,-0.13139872,-0.316622304,-1,-0.144105083,-0.154606844,-0.681165071,-0.042777192,-0.140080872,-0.835707442,-0.154543334,-0.139418017,-0.594618233,-0.212881359,-0.140279853,-0.398117185,-0.229866093,0.00207302,-0.652251446,-0.041982259,-0.002997887,-0.774283098,-0.169182815,-0.029736839,-0.481112452,-0.199629088,-0.04206002,-0.278703174,-0.186059666,0.145769319,-0.592622868,-0.057957384,0.129035408,-0.698547212,-0.188813797,0.073373665,-0.409969385,-0.156848304,0.040389905,-0.211736942,-0.095376643,0.277837218,-0.515909384,-0.07884437,0.252698348,-0.61361436,-0.168775148,0.18458489,-0.400693012,-0.134638394,0.142936425,-0.248452612,-0.080664887
A,right,0,0,0,-0.21340422,-0.160256123,-0.080801012,-0.308625554,-0.488417693,-0.109233881,-0.295326336,-0.774132317,-0.134653539,-0.322097632,-1,-0.148564035,-0.161176404,-0.680189438,-0.047380712,-0.146822732,-0.83760981,-0.159713481,-0.143751767,-0.597915528,-0.217781634,-0.142942405,-0.401065361,-0.234395906,-0.00491338,-0.649956798,-0.046522917,-0.008409708,-0.778509621,-0.174141622,-0.03126631,-0.485776309,-0.20511174,-0.041200492,-0.280057116,-0.191791263,0.139677794,-0.589794951,-0.061947033,0.122546403,-0.69795383,-0.194506139,0.070256439,-0.411104392,-0.164368135,0.039266296,-0.210257525,-0.103538393,0.27198387,-0.513344928,-0.082000206,0.244468859,-0.615101452,-0.173980272,0.177707513,-0.403572367,-0.14085484,0.137627328,-0.247329613,-0.087059464
A,right,0,0,0,-0.212135157,-0.148987175,-0.084243479,-0.309446483,-0.481344583,-0.113054065,-0.299274411,-0.772181854,-0.138393479,-0.328119683,-1,-0.152063437,-0.158848624,-0.679160127,-0.048203109,-0.144545682,-0.841477478,-0.16100033,-0.142123237,-0.601360062,-0.219427271,-0.141208142,-0.401005901,-0.236258762,-0.002217433,-0.650020488,-0.045120148,-0.00706957,-0.776924652,-0.173313578,-0.030431313,-0.4814211,-0.20431742,-0.041424465,-0.273578855,-0.190876715,0.141691471,-0.591288529,-0.059038125,0.124620464,-0.700926407,-0.19295033,0.072008811,-0.40922198,-0.16355941,0.039679385,-0.20459344,-0.102863323,0.273786972,-0.516663237,-0.077855545,0.246818277,-0.615457062,-0.171647617,0.180150937,-0.400731828,-0.140563944,0.138856519,-0.242886205,-0.087933252
A,right,0,0,0,-0.218204086,-0.145753293,-0.083289587,-0.31803861,-0.479232913,-0.111420505,-0.305404848,-0.773007628,-0.136345187,-0.332334577,-1,-0.149882996,-0.164480734,-0.679173757,-0.045175866,-0.149623067,-0.843003302,-0.159191189,-0.15052857,-0.600883183,-0.219637323,-0.148783327,-0.404614093,-0.23827517,-0.007540591,-0.651419688,-0.043553634,-0.010889559,-0.77991472,-0.174107596,-0.037147497,-0.48050938,-0.20674745,-0.046849351,-0.275215326,-0.193923589,0.136605127,-0.593133022,-0.059020256,0.121259641,-0.70209823,-0.194810948,0.064845792,-0.407858172,-0.164465198,0.032673465,-0.207210366,-0.102961638,0.269416753,-0.51958089,-0.079378054,0.242526149,-0.614207987,-0.173526126,0.174563436,-0.395226284,-0.140878701,0.13405261,-0.239493409,-0.087157436
A,right,0,0,0,-0.215791072,-0.142277032,-0.08522143,-0.31629144,-0.478986187,-0.113418059,-0.306195594,-0.772931632,-0.13796041,-0.331075933,-1,-0.1503234,-0.162593319,-0.680418618,-0.047556645,-0.14725118,-0.843655775,-0.164057455,-0.147933419,-0.598598957,-0.224580658,-0.146406155,-0.398733757,-0.242433089,-0.005598786,-0.650914746,-0.044775647,-0.009422999,-0.778781797,-0.178690498,-0.035876516,-0.475978512,-0.210332563,-0.04565827,-0.271005387,-0.195621114,0.138640441,-0.592399847,-0.059659321,0.122117062,-0.702313926,-0.197168623,0.065821997,-0.405725926,-0.165840103,0.033785346,-0.206509363,-0.102867848,0.273053461,-0.519581403,-0.079666915,0.246801965,-0.613605403,-0.173032102,0.177506788,-0.396318475,-0.140207583,0.135090459,-0.245066209,-0.086340204
A,right,0,0,0,-0.211822767,-0.150577695,-0.081387904,-0.311047527,-0.483452396,-0.108472908,-0.301487387,-0.773427884,-0.13329108,-0.328886886,-1,-0.146392556,-0.15745489,-0.681025885,-0.038476242,-0.146515745,-0.840319571,-0.15217606,-0.146375148,-0.599125793,-0.212825671,-0.145771496,-0.401590253,-0.231403771,-0.00107044,-0.653518243,-0.037521566,-0.00974615,-0.780404306,-0.166703485,-0.035154074,-0.482530847,-0.199033682,-0.04475071,-0.279272432,-0.18601781,0.142010647,-0.594433337,-0.054089569,0.122036835,-0.702125815,-0.187391554,0.067116319,-0.409849772,-0.156750096,0.035182898,-0.21171255,-0.095214991,0.274934163,-0.518228954,-0.075663773,0.246242339,-0.614224041,-0.165852779,0.177845306,-0.402016397,-0.132377281,0.135448445,-0.251962517,-0.078738133
A,right,0,0,0,-0.213478939,-0.156425994,-0.08267556,-0.310729803,-0.484986423,-0.112165437,-0.299773995,-0.773200131,-0.138566847,-0.322694222,-1,-0.15311384,-0.161008269,-0.685243981,-0.046377732,-0.146305835,-0.841531845,-0.161870979,-0.144453349,-0.598761177,-0.222425139,-0.144693474,-0.400423375,-0.240311267,-0.003830139,-0.656566154,-0.045340092,-0.006864301,-0.7811728,-0.176670332,-0.032218065,-0.483229945,-0.209306925,-0.043781372,-0.27843843,-0.196145522,0.140996207,-0.596362941,-0.061137701,0.126258577,-0.699369426,-0.197095898,0.070531113,-0.406734638,-0.166487409,0.036751086,-0.207471321,-0.104402871,0.274291942,-0.519013969,-0.081762743,0.250336447,-0.613868471,-0.175400275,0.181084893,-0.397799071,-0.141680592,0.136891996,-0.243566592,-0.086872154
A,right,0,0,0,-0.214697016,-0.151032074,-0.086028171,-0.311640754,-0.482993744,-0.115785798,-0.299400007,-0.772961966,-0.141381756,-0.328378084,-1,-0.154784556,-0.162006351,-0.682206073,-0.051038312,-0.145518322,-0.839171284,-0.164559626,-0.145345536,-0.593764176,-0.222743017,-0.146375596,-0.398225465,-0.239717798,-0.004190518,-0.655144023,-0.047711754,-0.00736969,-0.778135657,-0.176775006,-0.033652853,-0.479278438,-0.206756321,-0.046407798,-0.276849511,-0.192780311,0.140267386,-0.596413243,-0.061436945,0.125220693,-0.702728469,-0.19501115,0.069203645,-0.409679632,-0.162764974,0.034893125,-0.210112687,-0.100824523,0.272792481,-0.520914152,-0.08038121,0.248388959,-0.615314553,-0.173218723,0.178954725,-0.399138047,-0.13991981,0.134352754,-0.244605765,-0.086126116
A,right,0,0,0,-0.210596235,-0.149646842,-0.086711852,-0.308786869,-0.480489115,-0.116320717,-0.298942208,-0.771474835,-0.141618571,-0.322442547,-1,-0.154565886,-0.157601357,-0.683475668,-0.047715965,-0.139011307,-0.837832356,-0.160241034,-0.139844429,-0.593962952,-0.218130151,-0.14083367,-0.399233188,-0.235423184,-0.00105609,-0.654869267,-0.044055718,-0.002524277,-0.77759723,-0.173548817,-0.029302088,-0.478316937,-0.204476756,-0.040775416,-0.276038423,-0.190786355,0.14242559,-0.594448853,-0.057640525,0.129745451,-0.701873371,-0.192981072,0.072625033,-0.408371886,-0.161915854,0.038848004,-0.209823631,-0.100087451,0.274494563,-0.516775784,-0.076321201,0.250813191,-0.61326156,-0.170853135,0.18112827,-0.396724377,-0.138539156,0.137381602,-0.243205793,-0.085046835
A,right,0,0,0,-0.216176162,-0.14728466,-0.088706087,-0.315741206,-0.478199604,-0.119381097,-0.302803631,-0.771201275,-0.145083904,-0.325315671,-1,-0.158468609,-0.165951268,-0.677441929,-0.055612675,-0.148475027,-0.83538075,-0.171226748,-0.146644833,-0.593189248,-0.229941508,-0.147357676,-0.395643081,-0.247193199,-0.006663844,-0.650453496,-0.051402985,-0.010630483,-0.77813267,-0.186254793,-0.035641125,-0.479016547,-0.218739298,-0.046244904,-0.273080442,-0.205336847,0.139623628,-0.591370319,-0.06406441,0.123320231,-0.697863629,-0.204249198,0.067834649,-0.404133574,-0.173022508,0.034714658,-0.202369907,-0.109961309,0.273969045,-0.517125921,-0.081713926,0.244982168,-0.612948694,-0.179327687,0.176488499,-0.394345172,-0.146433602,0.1341925,-0.238786147,-0.091930715
A,right,0,0,0,-0.212501672,-0.145522347,-0.085377849,-0.312159867,-0.478877468,-0.114297552,-0.302023901,-0.77007598,-0.139046219,-0.326299882,-1,-0.151648679,-0.164717865,-0.682698361,-0.049940905,-0.146251812,-0.838950729,-0.163877372,-0.145141078,-0.595326463,-0.222111463,-0.146341877,-0.398769956,-0.23913897,-0.006234669,-0.65545044,-0.047259251,-0.007658655,-0.782313187,-0.179252805,-0.033712434,-0.4827537,-0.210978918,-0.046676818,-0.2779735,-0.19700745,0.140050839,-0.597775173,-0.061498373,0.125629396,-0.705295449,-0.198896672,0.069754704,-0.410330739,-0.168361751,0.035210676,-0.210086867,-0.106061957,0.274922622,-0.524262903,-0.080492649,0.24866708,-0.618463942,-0.175921592,0.18064067,-0.400469233,-0.143363858,0.137480759,-0.24648971,-0.089200754
A,right,0,0,0,-0.212191929,-0.149703015,-0.086806691,-0.310512319,-0.480023926,-0.117518863,-0.300999549,-0.769622717,-0.144314353,-0.324370119,-1,-0.159191072,-0.158572329,-0.683587955,-0.049751688,-0.143265419,-0.839678337,-0.164536184,-0.141691154,-0.596201087,-0.224439436,-0.141797682,-0.397039537,-0.242330949,-0.000309956,-0.655794919,-0.046402494,-0.004143485,-0.778300428,-0.178070647,-0.029779598,-0.478894817,-0.210978538,-0.042939631,-0.272266078,-0.198082823,0.145251981,-0.596459453,-0.060156349,0.129585724,-0.703036257,-0.197177338,0.073482293,-0.408357835,-0.167153096,0.038436589,-0.205970005,-0.105276173,0.279062394,-0.520354362,-0.078838931,0.252974637,-0.617616383,-0.174369727,0.183571997,-0.400045332,-0.141700398,0.138793561,-0.242844572,-0.087296759
A,right,0,0,0,-0.209012727,-0.162007603,-0.08555873,-0.303798287,-0.489106958,-0.116803113,-0.293063694,-0.77335051,-0.144043941,-0.316582625,-1,-0.159497566,-0.15473601,-0.687434094,-0.051200449,-0.139947922,-0.83752632,-0.163755235,-0.136545216,-0.596319864,-0.222907868,-0.13855083,-0.399123994,-0.240870492,0.001981787,-0.659250246,-0.048357898,-0.002377108,-0.779009324,-0.178692034,-0.026949607,-0.486486296,-0.212698714,-0.041825751,-0.280190575,-0.201332187,0.146778405,-0.598518995,-0.06179653,0.130942343,-0.69794668,-0.198028104,0.076225758,-0.410269655,-0.170521397,0.039857224,-0.20803986,-0.110723647,0.278756913,-0.520589191,-0.079909925,0.253340108,-0.615291562,-0.176478218,0.184540923,-0.402343647,-0.145380753,0.138776876,-0.244493756,-0.092028032
A,right,0,0,0,-0.212357931,-0.152540755,-0.084223611,-0.307609935,-0.484025359,-0.113208295,-0.293867251,-0.771731459,-0.138293236,-0.316229479,-1,-0.151265048,-0.160241883,-0.679886812,-0.049792905,-0.142938166,-0.836665437,-0.161732841,-0.1420743,-0.592801534,-0.218381005,-0.142219352,-0.396402165,-0.234530675,-0.00260947,-0.651219733,-0.047448314,-0.004671569,-0.777572375,-0.175522503,-0.029851908,-0.48072544,-0.205178056,-0.041451031,-0.277210863,-0.190766757,0.143314718,-0.591763627,-0.061811223,0.128173473,-0.700423636,-0.195497318,0.072717502,-0.409361716,-0.164025271,0.038801454,-0.211146191,-0.102097375,0.277056461,-0.516023736,-0.080983508,0.250025989,-0.6175542,-0.173535735,0.181073589,-0.403743677,-0.139892334,0.137876122,-0.249860572,-0.085752573
A,right,0,0,0,-0.211508207,-0.151019149,-0.084522844,-0.311202576,-0.481979653,-0.114002345,-0.301207676,-0.770776641,-0.139690601,-0.323997395,-1,-0.153406359,-0.160519334,-0.682849935,-0.049258126,-0.1479488,-0.840067152,-0.161438548,-0.146891607,-0.598534023,-0.218754742,-0.146913224,-0.401696082,-0.235395293,-0.004056661,-0.655263146,-0.047091303,-0.011022161,-0.780811035,-0.175653178,-0.035544421,-0.484871967,-0.206776748,-0.046199702,-0.281258824,-0.19331548,0.141538295,-0.597278425,-0.061638137,0.122797753,-0.705208961,-0.196610322,0.068342135,-0.412413515,-0.166495642,0.035696161,-0.212308689,-0.105132966,0.276092174,-0.522444718,-0.080903703,0.245827066,-0.621119828,-0.175445704,0.177256073,-0.404890837,-0.142748985,0.135380967,-0.249072436,-0.088691289
A,right,0,0,0,-0.211061811,-0.148116306,-0.083575768,-0.310366546,-0.479656429,-0.112524259,-0.299669276,-0.770598053,-0.137410586,-0.3236365,-1,-0.15036523,-0.16287918,-0.679452781,-0.050273181,-0.147732235,-0.836731729,-0.163022208,-0.147013564,-0.594952319,-0.221333519,-0.146856251,-0.397376871,-0.238898656,-0.005127569,-0.653977527,-0.048248222,-0.010404378,-0.777578601,-0.175473244,-0.03617656,-0.48187723,-0.20501731,-0.046149984,-0.280116952,-0.191424683,0.140212063,-0.595861214,-0.063045544,0.123634399,-0.701878858,-0.195316079,0.068023293,-0.411447155,-0.162599585,0.036009933,-0.214563366,-0.100893792,0.274211305,-0.520900324,-0.08279238,0.245900799,-0.618178828,-0.174437838,0.176811298,-0.403413853,-0.139999895,0.134919108,-0.251278516,-0.085889508
